loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,origination_date,loan_status
646406,827063,major_purchase,6500,12.98,36,2011-01-01,ACTIVE
637884,817115,credit_card,22500,17.8,60,2011-01-01,ACTIVE
646509,827182,other,4000,14.09,36,2011-01-01,ACTIVE
646482,827150,credit_card,4000,13.72,36,2011-01-01,ACTIVE
591674,759945,debt_consolidation,12450,12.23,36,2011-01-01,ACTIVE
646503,827168,house,25000,12.61,60,2011-01-01,ACTIVE
646491,827159,debt_consolidation,6000,14.09,36,2011-01-01,ACTIVE
646294,826912,debt_consolidation,6500,9.25,36,2011-01-01,ACTIVE
646411,799671,credit_card,21000,10.36,60,2011-01-01,ACTIVE
645924,826458,car,11000,9.62,60,2011-01-01,ACTIVE
646327,826959,debt_consolidation,20000,6.54,36,2011-01-01,ACTIVE
646293,826911,other,3000,9.99,36,2011-01-01,ACTIVE
645364,825794,debt_consolidation,15000,6.17,36,2011-01-01,ACTIVE
646345,826983,credit_card,12000,14.83,60,2011-01-01,ACTIVE
646339,826975,debt_consolidation,6000,14.46,60,2011-01-01,ACTIVE
642501,822356,car,9000,9.62,60,2011-01-01,ACTIVE
644275,824452,car,4000,8.88,60,2011-01-01,ACTIVE
646291,826909,debt_consolidation,20000,14.09,36,2011-01-01,ACTIVE
646284,826901,home_improvement,15250,15.95,60,2011-01-01,ACTIVE
646290,826908,debt_consolidation,21000,14.09,36,2011-01-01,ACTIVE
643698,823778,debt_consolidation,24000,16.69,36,2011-01-01,ACTIVE
646257,826865,credit_card,2800,9.62,36,2011-01-01,ACTIVE
645882,826408,credit_card,9000,12.61,36,2011-01-01,ACTIVE
646218,826812,debt_consolidation,12000,12.98,36,2011-01-01,DEFAULTED
645340,825766,debt_consolidation,16500,9.99,60,2011-01-01,ACTIVE
622461,797752,debt_consolidation,15000,19.66,60,2011-01-01,ACTIVE
646187,826767,debt_consolidation,10000,6.91,36,2011-01-01,ACTIVE
623184,798680,debt_consolidation,15000,6.91,36,2011-01-01,ACTIVE
645488,825950,credit_card,14400,9.62,36,2011-01-01,ACTIVE
646158,826733,debt_consolidation,5000,12.98,36,2011-01-01,ACTIVE
609823,782159,debt_consolidation,6400,5.42,36,2011-01-01,ACTIVE
646120,826688,debt_consolidation,3900,12.23,36,2011-01-01,ACTIVE
646105,826672,debt_consolidation,15000,13.72,36,2011-01-01,ACTIVE
645176,825553,debt_consolidation,3000,9.62,36,2011-01-01,ACTIVE
634355,812661,debt_consolidation,16000,15.95,60,2011-01-01,ACTIVE
646084,826642,debt_consolidation,10750,15.2,36,2011-01-01,DEFAULTED
646082,826640,debt_consolidation,20000,9.62,36,2011-01-01,ACTIVE
643662,823733,car,10550,9.99,60,2011-01-01,ACTIVE
635489,814077,debt_consolidation,12800,9.62,36,2011-01-01,ACTIVE
644529,824755,credit_card,19750,10.36,60,2011-01-01,ACTIVE
646037,826584,credit_card,7000,12.98,36,2011-01-01,ACTIVE
646023,826569,vacation,9000,5.42,36,2011-01-01,ACTIVE
646031,826577,debt_consolidation,24000,12.61,60,2011-01-01,ACTIVE
646000,826540,home_improvement,24000,8.88,36,2011-01-01,ACTIVE
646020,826566,debt_consolidation,10000,10.36,36,2011-01-01,DEFAULTED
644141,824294,debt_consolidation,11000,9.99,36,2011-01-01,ACTIVE
645218,825610,debt_consolidation,10000,13.72,36,2011-01-01,ACTIVE
645299,825711,debt_consolidation,12000,10.36,36,2011-01-01,ACTIVE
645985,826524,car,7800,5.42,36,2011-01-01,ACTIVE
645228,825624,small_business,1000,6.17,36,2011-01-01,ACTIVE
645971,826508,debt_consolidation,7000,6.91,36,2011-01-01,ACTIVE
642255,822072,debt_consolidation,23000,17.06,60,2011-01-01,ACTIVE
645889,826418,debt_consolidation,25000,17.8,60,2011-01-01,ACTIVE
645651,826139,credit_card,12000,12.98,60,2011-01-01,ACTIVE
645336,825761,debt_consolidation,12000,8.88,60,2011-01-01,ACTIVE
645717,826218,credit_card,15000,12.98,60,2011-01-01,ACTIVE
645907,826430,credit_card,3500,12.61,36,2011-01-01,ACTIVE
645876,826400,debt_consolidation,12000,9.62,36,2011-01-01,ACTIVE
645871,826393,debt_consolidation,10000,12.61,36,2011-01-01,DEFAULTED
645839,826358,moving,4200,15.57,60,2011-01-01,DEFAULTED
645820,826337,car,4900,14.09,36,2011-01-01,ACTIVE
645021,825372,debt_consolidation,20000,19.29,60,2011-01-01,ACTIVE
645805,826319,wedding,3000,12.61,36,2011-01-01,ACTIVE
645742,826248,debt_consolidation,16000,18.17,60,2011-01-01,ACTIVE
645593,826071,major_purchase,1200,6.54,36,2011-01-01,ACTIVE
645650,826138,debt_consolidation,15000,9.99,60,2011-01-01,ACTIVE
645695,826187,debt_consolidation,16875,6.54,36,2011-01-01,ACTIVE
632300,810017,debt_consolidation,12000,6.17,36,2011-01-01,ACTIVE
645644,826126,house,10800,5.42,36,2011-01-01,ACTIVE
643215,823178,debt_consolidation,12000,13.35,36,2011-01-01,ACTIVE
645629,826114,debt_consolidation,13750,8.88,36,2011-01-01,ACTIVE
645610,826091,debt_consolidation,11200,14.46,36,2011-01-01,ACTIVE
645391,825826,medical,19200,15.57,60,2011-01-01,ACTIVE
645605,826084,home_improvement,4000,6.17,36,2011-01-01,ACTIVE
645500,825963,debt_consolidation,24000,6.54,36,2011-01-01,ACTIVE
645553,826026,debt_consolidation,8000,14.83,60,2011-01-01,ACTIVE
645598,826076,wedding,14000,6.17,36,2011-01-01,DEFAULTED
643005,822935,other,3000,17.43,60,2011-01-01,ACTIVE
645576,826045,wedding,8000,13.72,36,2011-01-01,ACTIVE
645550,826023,debt_consolidation,6800,6.91,36,2011-01-01,ACTIVE
640245,819600,home_improvement,16800,12.61,36,2011-01-01,ACTIVE
645050,825405,debt_consolidation,8300,12.61,36,2011-01-01,DEFAULTED
645522,825993,other,5000,15.2,60,2011-01-01,ACTIVE
645548,826021,credit_card,20000,8.88,36,2011-01-01,ACTIVE
641299,820898,credit_card,7000,6.91,36,2011-01-01,ACTIVE
644248,824421,debt_consolidation,25000,10.36,36,2011-01-01,ACTIVE
645481,825942,major_purchase,4500,6.91,36,2011-01-01,ACTIVE
645433,825879,debt_consolidation,18250,14.83,36,2011-01-01,ACTIVE
643359,823365,debt_consolidation,18200,10.36,60,2011-01-01,ACTIVE
645465,825924,debt_consolidation,1000,12.61,36,2011-01-01,ACTIVE
645462,825919,debt_consolidation,25000,15.57,36,2011-01-01,ACTIVE
632222,809922,credit_card,25000,10.36,36,2011-01-01,ACTIVE
610280,782678,other,10000,6.17,36,2011-01-01,ACTIVE
642142,821943,debt_consolidation,25000,15.57,36,2011-01-01,ACTIVE
645359,825788,debt_consolidation,10000,16.69,60,2011-01-01,ACTIVE
645324,825746,credit_card,13000,14.46,36,2011-01-01,ACTIVE
643255,823235,other,5000,12.23,36,2011-01-01,ACTIVE
640339,819707,credit_card,16000,12.23,60,2011-01-01,ACTIVE
645278,825684,credit_card,22000,6.54,36,2011-01-01,ACTIVE
645281,825688,debt_consolidation,10000,6.54,36,2011-01-01,ACTIVE
645232,825628,moving,1000,15.57,36,2011-01-01,ACTIVE
645132,825503,debt_consolidation,4750,12.23,36,2011-01-01,ACTIVE
643939,824066,other,10000,16.69,60,2011-01-01,ACTIVE
645127,825498,debt_consolidation,13750,9.62,36,2011-01-01,DEFAULTED
645126,825496,moving,5000,10.36,36,2011-01-01,ACTIVE
645099,825465,debt_consolidation,8000,14.83,60,2011-01-01,ACTIVE
628731,805588,debt_consolidation,12000,10.36,36,2011-01-01,ACTIVE
645079,825442,debt_consolidation,4000,14.83,36,2011-01-01,ACTIVE
645068,825428,debt_consolidation,5500,9.25,36,2011-01-01,ACTIVE
645045,825400,debt_consolidation,21000,17.06,60,2011-01-01,ACTIVE
645002,825347,debt_consolidation,6000,14.09,36,2011-01-01,DEFAULTED
645000,825342,debt_consolidation,10800,8.88,36,2011-01-01,ACTIVE
643365,823372,wedding,9800,10.36,36,2011-01-01,ACTIVE
644314,824498,debt_consolidation,10750,6.17,36,2011-01-01,ACTIVE
643182,823142,debt_consolidation,6000,6.91,36,2011-01-01,DEFAULTED
644927,825251,wedding,3000,6.54,36,2011-01-01,ACTIVE
644793,825079,wedding,10000,9.99,36,2011-01-01,ACTIVE
644920,825244,debt_consolidation,16800,6.17,36,2011-01-01,ACTIVE
642370,822215,major_purchase,6000,9.25,36,2011-01-01,ACTIVE
643933,824058,credit_card,6000,8.88,36,2011-01-01,ACTIVE
644914,825235,home_improvement,8000,6.54,36,2011-01-01,DEFAULTED
644887,825198,debt_consolidation,23000,6.17,36,2011-01-01,DEFAULTED
644027,824168,credit_card,8550,6.91,36,2011-01-01,ACTIVE
644861,825168,other,1500,12.23,36,2011-01-01,ACTIVE
644844,825146,debt_consolidation,18000,6.91,36,2011-01-01,ACTIVE
542218,699756,vacation,1500,6.91,36,2011-01-01,ACTIVE
644829,825126,credit_card,15000,14.83,36,2011-01-01,ACTIVE
644250,824422,credit_card,9250,10.36,60,2011-01-01,DEFAULTED
643628,823692,credit_card,7200,9.25,36,2011-01-01,ACTIVE
644810,825103,car,5000,14.46,60,2011-01-01,ACTIVE
644799,825088,credit_card,8500,6.54,36,2011-01-01,ACTIVE
475275,601522,debt_consolidation,9200,12.98,36,2011-01-01,ACTIVE
644734,825009,small_business,4000,15.2,36,2011-01-01,ACTIVE
644724,824996,other,1500,12.61,36,2011-01-01,ACTIVE
644697,824967,debt_consolidation,9000,13.35,36,2011-01-01,ACTIVE
643114,823060,car,5600,9.25,36,2011-01-01,ACTIVE
644644,824902,debt_consolidation,15000,16.32,60,2011-01-01,DEFAULTED
644581,824819,major_purchase,20000,6.54,36,2011-01-01,ACTIVE
643152,823106,debt_consolidation,9600,12.61,60,2011-01-01,DEFAULTED
644627,824880,vacation,2000,10.36,36,2011-01-01,ACTIVE
641351,820958,debt_consolidation,4800,9.99,36,2011-01-01,ACTIVE
643287,823277,moving,4000,6.54,36,2011-01-01,ACTIVE
644479,824695,debt_consolidation,15125,10.36,36,2011-01-01,ACTIVE
644561,824795,credit_card,10000,15.2,60,2011-01-01,DEFAULTED
644553,824783,credit_card,20000,8.88,36,2011-01-01,DEFAULTED
644517,824740,debt_consolidation,6400,10.36,36,2011-01-01,ACTIVE
644482,824697,debt_consolidation,20000,10.36,36,2011-01-01,ACTIVE
644492,824712,debt_consolidation,10000,12.98,36,2011-01-01,ACTIVE
644453,824662,debt_consolidation,5000,9.99,36,2011-01-01,ACTIVE
644256,824427,debt_consolidation,10000,14.09,36,2011-01-01,ACTIVE
644396,824593,debt_consolidation,4000,13.35,36,2011-01-01,DEFAULTED
644418,824620,other,1500,13.72,36,2011-01-01,DEFAULTED
644408,824607,credit_card,5100,9.62,36,2011-01-01,ACTIVE
644403,824602,debt_consolidation,25000,10.36,36,2011-01-01,ACTIVE
644386,824582,debt_consolidation,10000,15.95,60,2011-01-01,ACTIVE
644325,824512,car,6000,8.88,60,2011-01-01,ACTIVE
644361,824552,debt_consolidation,18000,15.95,60,2011-01-01,DEFAULTED
644362,824553,debt_consolidation,3000,9.99,36,2011-01-01,ACTIVE
643117,823064,debt_consolidation,4400,6.91,36,2011-01-01,ACTIVE
644257,824428,debt_consolidation,18600,15.57,60,2011-01-01,ACTIVE
644304,824486,debt_consolidation,24000,8.88,36,2011-01-01,ACTIVE
644291,824468,debt_consolidation,7200,5.79,36,2011-01-01,ACTIVE
644241,824414,debt_consolidation,20000,6.91,36,2011-01-01,ACTIVE
644243,824415,debt_consolidation,15000,16.32,60,2011-01-01,ACTIVE
644191,824351,debt_consolidation,10000,9.99,36,2011-01-01,ACTIVE
644100,824250,debt_consolidation,12000,6.17,36,2011-01-01,ACTIVE
644163,824319,credit_card,14000,6.17,36,2011-01-01,DEFAULTED
644149,824302,debt_consolidation,1400,9.25,36,2011-01-01,ACTIVE
644143,824296,wedding,8000,6.17,36,2011-01-01,ACTIVE
644134,824287,credit_card,4800,13.35,36,2011-01-01,ACTIVE
644130,824283,debt_consolidation,8000,13.35,36,2011-01-01,ACTIVE
644031,824172,credit_card,4000,12.61,36,2011-01-01,DEFAULTED
644089,824236,debt_consolidation,25000,12.61,36,2011-01-01,ACTIVE
644037,824178,debt_consolidation,10200,6.17,36,2011-01-01,ACTIVE
644065,824208,home_improvement,15000,5.79,36,2011-01-01,ACTIVE
644036,824177,credit_card,16000,6.91,36,2011-01-01,ACTIVE
644019,824159,debt_consolidation,3250,13.35,36,2011-01-01,ACTIVE
644012,824151,debt_consolidation,10000,12.98,36,2011-01-01,ACTIVE
644003,824140,home_improvement,20000,14.09,36,2011-01-01,ACTIVE
643998,824134,credit_card,7000,8.88,36,2011-01-01,ACTIVE
643981,824115,credit_card,5000,6.17,36,2011-01-01,ACTIVE
643968,824100,debt_consolidation,9600,12.23,36,2011-01-01,ACTIVE
643905,824025,home_improvement,17000,19.29,60,2011-01-01,ACTIVE
643926,824049,debt_consolidation,2000,9.99,36,2011-01-01,ACTIVE
643860,823969,debt_consolidation,16800,6.17,36,2011-01-01,DEFAULTED
643800,823901,debt_consolidation,18000,16.32,60,2011-01-01,DEFAULTED
643848,823955,debt_consolidation,15000,15.2,60,2011-01-01,DEFAULTED
643840,823946,debt_consolidation,3200,12.98,36,2011-01-01,ACTIVE
643806,823909,debt_consolidation,25000,14.09,36,2011-01-01,ACTIVE
643822,823926,small_business,10000,15.57,60,2011-01-01,DEFAULTED
643791,823890,debt_consolidation,15000,6.17,36,2011-01-01,ACTIVE
643795,823894,debt_consolidation,12000,10.36,60,2011-01-01,ACTIVE
643778,823873,debt_consolidation,10000,6.91,36,2011-01-01,ACTIVE
643774,823868,credit_card,10000,6.54,36,2011-01-01,ACTIVE
643749,823839,credit_card,12000,12.61,36,2011-01-01,ACTIVE
638823,818281,other,12000,6.91,36,2011-01-01,ACTIVE
643636,823701,debt_consolidation,5000,6.54,36,2011-01-01,DEFAULTED
643677,823754,home_improvement,20000,13.72,60,2011-01-01,ACTIVE
642962,822894,debt_consolidation,8000,15.57,60,2011-01-01,ACTIVE
643596,823652,debt_consolidation,6000,18.54,60,2011-01-01,ACTIVE
643621,823682,debt_consolidation,5000,8.88,36,2011-01-01,DEFAULTED
643573,823624,debt_consolidation,12250,15.57,60,2011-01-01,ACTIVE
643558,823603,debt_consolidation,8000,14.09,36,2011-01-01,ACTIVE
643535,823578,debt_consolidation,24000,17.06,60,2011-01-01,ACTIVE
643539,823582,debt_consolidation,20000,6.91,36,2011-01-01,ACTIVE
630826,808166,debt_consolidation,25000,12.98,60,2011-01-01,ACTIVE
643511,823546,debt_consolidation,15000,9.99,36,2011-01-01,DEFAULTED
643501,819057,car,3800,6.54,36,2011-01-01,ACTIVE
643502,823530,debt_consolidation,11700,6.17,36,2011-01-01,ACTIVE
643486,823512,other,3000,12.61,36,2011-01-01,ACTIVE
548461,707092,other,12000,10.36,36,2011-01-01,ACTIVE
643383,823393,small_business,12600,9.99,60,2011-01-01,ACTIVE
643408,823423,major_purchase,1500,9.25,36,2011-01-01,ACTIVE
642985,822920,debt_consolidation,20000,6.17,36,2011-01-01,ACTIVE
643393,823403,credit_card,5000,6.54,36,2011-01-01,ACTIVE
643367,823373,debt_consolidation,6250,9.99,36,2011-01-01,ACTIVE
643368,823374,debt_consolidation,10000,6.54,36,2011-01-01,ACTIVE
641807,821539,credit_card,4000,9.99,36,2011-01-01,ACTIVE
643336,823336,debt_consolidation,15000,14.09,36,2011-01-01,ACTIVE
643333,823333,other,10000,16.69,60,2011-01-01,DEFAULTED
634925,813357,home_improvement,17500,6.17,36,2011-01-01,ACTIVE
643306,823300,car,6000,15.95,60,2011-01-01,ACTIVE
641583,821271,major_purchase,5000,6.54,36,2011-01-01,ACTIVE
643293,823282,car,9800,9.25,60,2011-01-01,DEFAULTED
641427,821064,debt_consolidation,19750,17.06,60,2011-01-01,ACTIVE
643278,823262,credit_card,14400,14.46,36,2011-01-01,ACTIVE
640466,819897,debt_consolidation,14550,9.62,36,2011-01-01,ACTIVE
643253,823233,debt_consolidation,10000,6.17,36,2011-01-01,ACTIVE
640033,819327,credit_card,5000,6.91,36,2011-01-01,ACTIVE
643239,823207,debt_consolidation,9000,10.36,36,2011-01-01,ACTIVE
643201,823165,debt_consolidation,20000,17.43,36,2011-01-01,ACTIVE
642369,822214,debt_consolidation,20000,13.72,36,2011-01-01,ACTIVE
642107,821901,small_business,5000,17.06,60,2011-01-01,ACTIVE
643218,800019,debt_consolidation,20000,9.99,60,2010-12-01,ACTIVE
643176,823136,credit_card,15000,13.72,36,2011-01-01,ACTIVE
641676,821379,major_purchase,7000,5.79,36,2011-01-01,ACTIVE
643116,823063,debt_consolidation,12000,12.98,36,2011-01-01,ACTIVE
643103,823049,major_purchase,5000,8.88,36,2011-01-01,ACTIVE
643083,823027,debt_consolidation,5000,13.72,36,2011-01-01,DEFAULTED
643022,822960,debt_consolidation,3200,12.61,36,2011-01-01,ACTIVE
643031,804060,credit_card,11200,5.79,36,2011-01-01,ACTIVE
642913,822835,debt_consolidation,8075,6.17,36,2011-01-01,ACTIVE
641972,821735,small_business,14000,6.54,36,2011-01-01,DEFAULTED
637520,816643,debt_consolidation,3600,6.17,36,2011-01-01,ACTIVE
642983,820684,credit_card,15000,16.32,36,2011-01-01,DEFAULTED
642967,822899,debt_consolidation,6500,6.54,36,2011-01-01,DEFAULTED
640529,819966,debt_consolidation,16000,9.62,60,2011-01-01,DEFAULTED
635182,813684,car,12450,9.62,60,2011-01-01,ACTIVE
642926,822850,major_purchase,10000,5.79,36,2011-01-01,ACTIVE
642929,822854,vacation,5000,9.62,36,2011-01-01,ACTIVE
642933,822857,debt_consolidation,19000,17.06,60,2011-01-01,ACTIVE
638181,817500,home_improvement,3500,13.35,60,2011-01-01,ACTIVE
642751,822820,wedding,2500,9.62,36,2011-01-01,ACTIVE
640684,820147,debt_consolidation,8000,13.35,60,2011-01-01,DEFAULTED
636283,815118,debt_consolidation,10000,18.17,60,2011-01-01,ACTIVE
642873,822774,small_business,6875,6.54,36,2011-01-01,ACTIVE
642872,822773,debt_consolidation,7475,13.72,60,2010-12-01,ACTIVE
642871,822772,credit_card,3250,5.79,36,2011-01-01,ACTIVE
642870,822771,debt_consolidation,5625,6.91,36,2011-01-01,ACTIVE
642869,822770,medical,9100,17.43,60,2011-01-01,ACTIVE
642868,822769,debt_consolidation,6025,6.54,36,2011-01-01,ACTIVE
642867,822768,home_improvement,8475,6.91,36,2011-01-01,ACTIVE
642866,822767,debt_consolidation,3525,6.91,36,2011-01-01,ACTIVE
642865,822766,debt_consolidation,3800,6.54,36,2011-01-01,ACTIVE
642864,822765,debt_consolidation,8400,9.99,60,2011-01-01,ACTIVE
642863,822764,debt_consolidation,2850,6.54,36,2011-01-01,ACTIVE
642862,822763,small_business,7500,6.54,36,2011-01-01,ACTIVE
642861,822762,small_business,5575,15.2,36,2010-12-01,ACTIVE
642860,822761,other,3450,9.99,60,2011-01-01,DEFAULTED
642859,822760,debt_consolidation,2150,14.83,60,2010-12-01,ACTIVE
642858,822759,debt_consolidation,6275,6.91,36,2011-01-01,ACTIVE
642857,822758,moving,7050,12.98,60,2010-12-01,ACTIVE
642856,822757,debt_consolidation,3900,5.79,36,2011-01-01,ACTIVE
642855,822756,major_purchase,7375,17.43,60,2010-12-01,ACTIVE
642854,822755,major_purchase,5675,6.54,36,2011-01-01,ACTIVE
642853,822754,small_business,7900,14.83,60,2011-01-01,ACTIVE
642852,822753,other,7600,9.99,60,2011-01-01,ACTIVE
642851,822752,debt_consolidation,5900,6.17,36,2011-01-01,ACTIVE
642850,822751,home_improvement,6325,6.54,36,2011-01-01,ACTIVE
642849,822750,debt_consolidation,9450,6.54,36,2011-01-01,ACTIVE
642848,822749,debt_consolidation,2500,6.91,36,2011-01-01,ACTIVE
642718,822579,debt_consolidation,20000,6.17,36,2011-01-01,ACTIVE
642847,822748,major_purchase,3025,6.17,36,2011-01-01,ACTIVE
642846,822747,debt_consolidation,9575,13.35,60,2011-01-01,ACTIVE
642845,822746,debt_consolidation,3775,6.17,36,2011-01-01,ACTIVE
642844,822745,credit_card,1375,6.91,36,2010-12-01,ACTIVE
642843,822744,credit_card,6575,5.79,36,2011-01-01,ACTIVE
642842,822743,credit_card,4275,13.35,60,2011-01-01,ACTIVE
642841,822742,debt_consolidation,9050,13.72,60,2010-12-01,ACTIVE
642840,822741,debt_consolidation,6900,6.91,36,2011-01-01,ACTIVE
642839,822740,other,5400,12.23,60,2011-01-01,ACTIVE
642838,822739,debt_consolidation,3250,6.54,36,2011-01-01,ACTIVE
642837,822738,debt_consolidation,7800,6.91,36,2011-01-01,ACTIVE
642836,822737,major_purchase,4975,6.17,36,2011-01-01,ACTIVE
642835,822736,debt_consolidation,3850,5.79,36,2011-01-01,ACTIVE
642834,822735,small_business,7700,6.91,36,2011-01-01,ACTIVE
642833,822734,credit_card,6575,12.23,60,2011-01-01,ACTIVE
642832,822733,debt_consolidation,3625,6.54,36,2011-01-01,ACTIVE
642831,822732,major_purchase,6300,5.79,36,2011-01-01,ACTIVE
642830,822731,debt_consolidation,7025,6.54,36,2011-01-01,DEFAULTED
642829,822730,house,7625,6.54,36,2011-01-01,ACTIVE
642828,822729,major_purchase,3425,6.17,36,2011-01-01,ACTIVE
642827,822728,debt_consolidation,3625,6.17,36,2011-01-01,ACTIVE
642826,822727,credit_card,6800,6.54,36,2011-01-01,DEFAULTED
642825,822726,debt_consolidation,1900,9.99,60,2010-12-01,ACTIVE
642824,822725,debt_consolidation,5500,6.17,36,2011-01-01,ACTIVE
642823,822724,small_business,6525,16.32,60,2010-12-01,ACTIVE
642822,822723,debt_consolidation,3225,5.79,36,2011-01-01,ACTIVE
642821,822722,debt_consolidation,4325,6.91,36,2011-01-01,ACTIVE
642820,822721,debt_consolidation,3725,6.54,36,2011-01-01,ACTIVE
642819,822720,debt_consolidation,7050,8.88,36,2011-01-01,ACTIVE
642817,822718,debt_consolidation,6675,6.54,36,2011-01-01,ACTIVE
642816,822717,debt_consolidation,4850,9.99,60,2011-01-01,DEFAULTED
642815,822716,major_purchase,3850,6.17,36,2011-01-01,ACTIVE
642814,822715,debt_consolidation,7800,6.17,36,2011-01-01,ACTIVE
642813,822714,debt_consolidation,4750,9.25,36,2011-01-01,ACTIVE
642812,822713,credit_card,8000,10.36,36,2011-01-01,ACTIVE
642785,822686,other,5975,14.46,36,2010-12-01,ACTIVE
642784,822685,credit_card,3150,13.72,60,2011-01-01,ACTIVE
642783,822684,debt_consolidation,2475,6.54,36,2011-01-01,ACTIVE
642782,822683,debt_consolidation,3950,6.54,36,2011-01-01,ACTIVE
642781,822682,credit_card,1950,9.99,36,2010-12-01,DEFAULTED
642780,822681,debt_consolidation,1450,6.17,36,2011-01-01,ACTIVE
642779,822680,debt_consolidation,4575,15.57,60,2011-01-01,ACTIVE
642778,822679,home_improvement,7425,10.36,60,2011-01-01,ACTIVE
642777,822678,credit_card,7050,12.23,60,2011-01-01,DEFAULTED
642776,822677,debt_consolidation,5625,20.03,60,2011-01-01,ACTIVE
642775,822676,major_purchase,3075,6.17,36,2011-01-01,ACTIVE
642774,822675,debt_consolidation,4725,6.54,36,2011-01-01,ACTIVE
642773,822674,small_business,8875,17.43,60,2010-12-01,ACTIVE
642772,822673,debt_consolidation,4975,15.2,60,2011-01-01,ACTIVE
642771,822672,debt_consolidation,2700,6.91,36,2011-01-01,ACTIVE
642770,822671,debt_consolidation,7200,6.91,36,2011-01-01,ACTIVE
642769,822670,debt_consolidation,8225,6.54,36,2011-01-01,ACTIVE
642768,822669,debt_consolidation,4600,9.99,60,2011-01-01,ACTIVE
642767,822668,major_purchase,4850,9.99,60,2011-01-01,ACTIVE
642766,822667,credit_card,8125,13.35,60,2010-12-01,DEFAULTED
642765,822666,debt_consolidation,5875,6.17,36,2011-01-01,ACTIVE
642764,822665,debt_consolidation,5850,5.79,36,2011-01-01,ACTIVE
642763,822664,major_purchase,1075,5.79,36,2011-01-01,ACTIVE
642762,822663,debt_consolidation,5775,6.17,36,2011-01-01,ACTIVE
642502,822357,debt_consolidation,6000,6.17,36,2011-01-01,ACTIVE
642665,822616,debt_consolidation,4125,9.99,60,2010-12-01,ACTIVE
642494,822348,credit_card,11500,14.46,36,2011-01-01,ACTIVE
642664,822615,debt_consolidation,5200,6.54,36,2011-01-01,DEFAULTED
642663,822614,credit_card,8400,13.35,60,2011-01-01,ACTIVE
642662,822613,debt_consolidation,1675,6.54,36,2010-12-01,ACTIVE
642612,822513,credit_card,2375,9.25,36,2010-12-01,ACTIVE
642564,822465,debt_consolidation,7300,9.99,36,2011-01-01,DEFAULTED
642462,822313,debt_consolidation,10000,12.98,36,2011-01-01,ACTIVE
642563,822464,other,4000,6.54,36,2011-01-01,ACTIVE
642562,822463,debt_consolidation,7575,6.54,36,2011-01-01,ACTIVE
642467,822318,other,5000,9.99,60,2011-01-01,DEFAULTED
641530,821205,debt_consolidation,25000,16.32,60,2011-01-01,ACTIVE
634237,812513,medical,3700,9.25,36,2011-01-01,ACTIVE
642464,822315,debt_consolidation,7800,10.36,36,2011-01-01,ACTIVE
642483,820854,debt_consolidation,20000,20.4,36,2010-12-01,DEFAULTED
642514,822365,credit_card,4200,12.23,60,2011-01-01,ACTIVE
642513,822364,credit_card,4375,8.88,36,2011-01-01,ACTIVE
642512,822363,debt_consolidation,1675,6.54,36,2011-01-01,ACTIVE
642441,822290,debt_consolidation,5000,16.69,60,2011-01-01,ACTIVE
642420,822268,debt_consolidation,3000,13.35,36,2011-01-01,ACTIVE
642432,822282,debt_consolidation,2400,13.72,36,2011-01-01,ACTIVE
642413,822261,credit_card,18200,14.83,60,2011-01-01,DEFAULTED
642388,822234,home_improvement,8000,14.09,36,2011-01-01,ACTIVE
640983,820526,debt_consolidation,16000,6.54,36,2011-01-01,ACTIVE
642354,822197,debt_consolidation,13000,9.62,60,2011-01-01,ACTIVE
641027,820578,credit_card,10000,12.98,60,2011-01-01,ACTIVE
642349,822191,debt_consolidation,6000,5.79,36,2011-01-01,ACTIVE
641800,821530,debt_consolidation,15000,6.17,36,2011-01-01,ACTIVE
642328,822169,medical,4000,6.17,36,2011-01-01,DEFAULTED
642321,812324,other,16000,18.54,60,2011-01-01,ACTIVE
640082,819397,debt_consolidation,25000,10.36,36,2011-01-01,DEFAULTED
642049,821825,debt_consolidation,7000,12.98,36,2011-01-01,DEFAULTED
641743,821456,home_improvement,10000,5.79,36,2011-01-01,ACTIVE
639387,818570,debt_consolidation,4750,9.99,60,2011-01-01,ACTIVE
642240,822052,debt_consolidation,23000,6.54,36,2011-01-01,ACTIVE
642227,822037,credit_card,20000,6.54,36,2011-01-01,ACTIVE
642161,821968,debt_consolidation,10000,6.54,36,2011-01-01,ACTIVE
642155,821961,home_improvement,2000,6.91,36,2011-01-01,ACTIVE
642118,821913,credit_card,9000,6.91,36,2011-01-01,ACTIVE
641574,821260,debt_consolidation,12500,6.54,36,2011-01-01,ACTIVE
642028,821801,debt_consolidation,12000,8.88,36,2011-01-01,ACTIVE
641977,821741,credit_card,13000,12.23,60,2011-01-01,DEFAULTED
642022,821792,debt_consolidation,14000,12.23,36,2011-01-01,ACTIVE
642011,821778,credit_card,15000,12.61,60,2011-01-01,ACTIVE
641989,821754,credit_card,6200,12.23,36,2010-12-01,ACTIVE
641969,821732,debt_consolidation,13000,8.88,36,2011-01-01,ACTIVE
641949,821711,debt_consolidation,5000,8.88,36,2011-01-01,ACTIVE
641924,821683,credit_card,12000,6.54,36,2011-01-01,ACTIVE
641938,821695,home_improvement,5000,9.62,36,2011-01-01,ACTIVE
641920,821679,car,7000,5.79,36,2011-01-01,ACTIVE
640336,819704,home_improvement,12000,9.25,60,2011-01-01,ACTIVE
