customer_id,age,income,income_band,employment_type,region,signup_date
962240,,36000.0,25k-50k,< 1 year,Northeast,2011-05-01
810160,,110000.0,100k+,2 years,West,2011-05-01
962208,,59000.0,50k-75k,10+ years,West,2011-05-01
962197,,63000.0,50k-75k,1 year,South,2011-05-01
944751,,240000.0,100k+,1 year,Northeast,2011-05-01
962190,,60000.0,50k-75k,< 1 year,Northeast,2011-05-01
962134,,120000.0,100k+,4 years,South,2011-05-01
962122,,85000.0,75k-100k,10+ years,Northeast,2011-05-01
951170,,36600.0,25k-50k,10+ years,South,2011-05-01
959547,,40000.0,25k-50k,< 1 year,South,2011-05-01
962106,,36000.0,25k-50k,5 years,Northeast,2011-05-01
962078,,57600.0,50k-75k,10+ years,West,2011-05-01
962074,,65500.0,50k-75k,3 years,West,2011-05-01
962070,,82000.0,75k-100k,4 years,South,2011-05-01
962036,,35000.0,25k-50k,2 years,South,2011-05-01
961674,,16800.0,<25k,< 1 year,Northeast,2011-05-01
939986,,50000.0,50k-75k,8 years,Northeast,2011-05-01
961975,,71000.0,50k-75k,1 year,South,2011-05-01
961049,,36000.0,25k-50k,10+ years,South,2011-05-01
961041,,22800.0,<25k,10+ years,South,2011-05-01
961025,,50000.0,50k-75k,3 years,West,2011-05-01
958643,,65004.0,50k-75k,8 years,South,2011-05-01
960286,,32000.0,25k-50k,< 1 year,West,2011-05-01
960261,,56880.0,50k-75k,7 years,Northeast,2011-05-01
960242,,50000.0,50k-75k,3 years,Northeast,2011-05-01
959931,,70000.0,50k-75k,10+ years,West,2011-05-01
960215,,85000.0,75k-100k,5 years,South,2011-05-01
960199,,138000.0,100k+,< 1 year,Midwest,2011-05-01
960194,,65000.0,50k-75k,9 years,West,2011-05-01
960145,,41500.0,25k-50k,6 years,West,2011-05-01
949136,,10020.0,<25k,< 1 year,South,2011-05-01
959371,,30996.0,25k-50k,10+ years,West,2011-05-01
958449,,57200.0,50k-75k,1 year,Midwest,2011-05-01
959997,,83000.0,75k-100k,10+ years,Midwest,2011-05-01
958161,,36000.0,25k-50k,1 year,Northeast,2011-05-01
958750,,58608.0,50k-75k,10+ years,South,2011-05-01
957009,,88992.0,75k-100k,10+ years,South,2011-05-01
959934,,32000.0,25k-50k,< 1 year,Northeast,2011-05-01
959929,,56000.0,50k-75k,10+ years,Northeast,2011-05-01
959928,,40000.0,25k-50k,10+ years,Northeast,2011-05-01
936604,,65000.0,50k-75k,10+ years,West,2011-05-01
954850,,76000.0,75k-100k,< 1 year,West,2011-05-01
959682,,93000.0,75k-100k,1 year,West,2011-05-01
959844,,124000.0,100k+,10+ years,Northeast,2011-05-01
959833,,43600.0,25k-50k,4 years,Midwest,2011-05-01
959738,,49992.0,25k-50k,3 years,Northeast,2011-05-01
960150,,43000.0,25k-50k,7 years,West,2011-05-01
960323,,120000.0,100k+,3 years,West,2011-05-01
958467,,95000.0,75k-100k,2 years,Northeast,2011-05-01
953349,,58000.0,50k-75k,10+ years,Midwest,2011-05-01
961024,,44564.0,25k-50k,8 years,Northeast,2011-05-01
960986,,48000.0,25k-50k,1 year,South,2011-05-01
960961,,75000.0,75k-100k,5 years,Northeast,2011-05-01
960934,,108000.0,100k+,< 1 year,West,2011-05-01
960920,,78000.0,75k-100k,4 years,West,2011-05-01
960935,,57000.0,50k-75k,3 years,South,2011-05-01
951459,,60000.0,50k-75k,< 1 year,West,2011-05-01
950627,,51000.0,50k-75k,2 years,West,2011-05-01
936974,,21000.0,<25k,3 years,West,2011-05-01
960805,,59000.0,50k-75k,10+ years,Midwest,2011-05-01
960772,,60000.0,50k-75k,10+ years,Midwest,2011-05-01
960802,,56000.0,50k-75k,2 years,West,2011-05-01
956256,,68000.0,50k-75k,4 years,West,2011-05-01
960751,,9600.0,<25k,Unknown,South,2011-05-01
957801,,34700.0,25k-50k,6 years,West,2011-05-01
960729,,42000.0,25k-50k,Unknown,Midwest,2011-05-01
960131,,26000.0,25k-50k,6 years,West,2011-05-01
960696,,105000.0,100k+,5 years,Northeast,2011-05-01
960657,,96772.0,75k-100k,4 years,South,2011-05-01
913557,,75000.0,75k-100k,8 years,South,2011-05-01
960581,,27800.0,25k-50k,Unknown,South,2011-05-01
934559,,80000.0,75k-100k,10+ years,Midwest,2011-05-01
959932,,60000.0,50k-75k,3 years,Northeast,2011-05-01
952527,,100000.0,100k+,4 years,West,2011-05-01
960068,,87000.0,75k-100k,9 years,South,2011-05-01
960476,,48000.0,25k-50k,10+ years,South,2011-05-01
960764,,122708.0,100k+,10+ years,West,2011-05-01
957779,,32400.0,25k-50k,1 year,Midwest,2011-05-01
912810,,33600.0,25k-50k,10+ years,West,2011-05-01
957761,,55000.0,50k-75k,10+ years,South,2011-05-01
962408,,24000.0,<25k,Unknown,South,2011-05-01
954977,,63096.0,50k-75k,1 year,South,2011-05-01
955044,,28000.0,25k-50k,10+ years,South,2011-05-01
955037,,108160.0,100k+,4 years,West,2011-05-01
953737,,55000.0,50k-75k,3 years,West,2011-05-01
954830,,135000.0,100k+,10+ years,Northeast,2011-05-01
955024,,42000.0,25k-50k,8 years,Northeast,2011-05-01
955011,,65000.0,50k-75k,10+ years,Northeast,2011-05-01
954979,,83196.0,75k-100k,< 1 year,Midwest,2011-05-01
955021,,95000.0,75k-100k,6 years,South,2011-05-01
955096,,48000.0,25k-50k,10+ years,Northeast,2011-05-01
955000,,33000.0,25k-50k,10+ years,West,2011-05-01
954908,,79995.0,75k-100k,3 years,South,2011-05-01
954948,,156000.0,100k+,10+ years,South,2011-05-01
953304,,120000.0,100k+,5 years,Northeast,2011-05-01
946397,,85000.0,75k-100k,3 years,West,2011-05-01
924765,,24000.0,<25k,2 years,Northeast,2011-05-01
954514,,66420.0,50k-75k,8 years,West,2011-05-01
954931,,80000.0,75k-100k,3 years,West,2011-05-01
954867,,59000.0,50k-75k,1 year,South,2011-05-01
953972,,50004.0,50k-75k,4 years,South,2011-05-01
954838,,85000.0,75k-100k,7 years,West,2011-05-01
893826,,120000.0,100k+,4 years,West,2011-05-01
953747,,72000.0,50k-75k,7 years,Midwest,2011-05-01
945374,,72000.0,50k-75k,10+ years,South,2011-05-01
955120,,48000.0,25k-50k,4 years,South,2011-05-01
955545,,100000.0,100k+,1 year,South,2011-05-01
955513,,36000.0,25k-50k,2 years,South,2011-05-01
955515,,21600.0,<25k,< 1 year,South,2011-05-01
955500,,70000.0,50k-75k,Unknown,Northeast,2011-05-01
955498,,28000.0,25k-50k,8 years,South,2011-05-01
955454,,230000.0,100k+,10+ years,West,2011-05-01
955419,,40000.0,25k-50k,Unknown,West,2011-05-01
955259,,95000.0,75k-100k,10+ years,West,2011-05-01
955410,,35000.0,25k-50k,1 year,Northeast,2011-05-01
928445,,85000.0,75k-100k,10+ years,Midwest,2011-05-01
955046,,60000.0,50k-75k,5 years,West,2011-05-01
955364,,35000.0,25k-50k,2 years,South,2011-05-01
936210,,27600.0,25k-50k,8 years,South,2011-05-01
955298,,62400.0,50k-75k,6 years,West,2011-05-01
955296,,90000.0,75k-100k,6 years,West,2011-05-01
955232,,74000.0,50k-75k,10+ years,West,2011-05-01
955209,,24600.0,<25k,2 years,Midwest,2011-05-01
953977,,81000.0,75k-100k,< 1 year,West,2011-05-01
954877,,17964.0,<25k,Unknown,West,2011-05-01
954625,,72072.0,50k-75k,4 years,South,2011-05-01
955116,,113000.0,100k+,3 years,South,2011-05-01
954999,,84000.0,75k-100k,7 years,South,2011-05-01
953738,,67775.0,50k-75k,3 years,South,2011-05-01
954809,,30892.8,25k-50k,3 years,South,2011-05-01
952215,,90000.0,75k-100k,1 year,Northeast,2011-05-01
947272,,38000.0,25k-50k,10+ years,West,2011-05-01
951123,,53004.0,50k-75k,3 years,Northeast,2011-05-01
953869,,190000.0,100k+,10+ years,Northeast,2011-05-01
717849,,23658.05,<25k,4 years,West,2011-05-01
934583,,250000.0,100k+,10+ years,Midwest,2011-05-01
954203,,72000.0,50k-75k,6 years,Northeast,2011-05-01
954133,,41520.0,25k-50k,3 years,South,2011-05-01
954119,,56148.0,50k-75k,10+ years,West,2011-05-01
952218,,80000.0,75k-100k,5 years,South,2011-05-01
953226,,204996.0,100k+,2 years,Northeast,2011-05-01
953470,,12000.0,<25k,Unknown,West,2011-05-01
953663,,84000.0,75k-100k,1 year,West,2011-05-01
954190,,39000.0,25k-50k,6 years,Midwest,2011-05-01
953907,,46000.0,25k-50k,4 years,West,2011-05-01
953948,,38000.0,25k-50k,8 years,Midwest,2011-05-01
954078,,150000.0,100k+,1 year,South,2011-05-01
954065,,52000.0,50k-75k,6 years,Northeast,2011-05-01
954020,,60000.0,50k-75k,6 years,West,2011-05-01
952861,,160000.0,100k+,10+ years,West,2011-05-01
954015,,15000.0,<25k,2 years,West,2011-05-01
954006,,110000.0,100k+,10+ years,West,2011-05-01
953713,,36000.0,25k-50k,3 years,West,2011-05-01
947252,,43000.0,25k-50k,10+ years,South,2011-05-01
953962,,34596.0,25k-50k,Unknown,Northeast,2011-05-01
953694,,45000.0,25k-50k,10+ years,Northeast,2011-05-01
953991,,99000.0,75k-100k,3 years,West,2011-05-01
953601,,57000.0,50k-75k,10+ years,South,2011-05-01
954278,,37500.0,25k-50k,5 years,Midwest,2011-05-01
953754,,59712.0,50k-75k,5 years,South,2011-05-01
954732,,32004.0,25k-50k,2 years,South,2011-05-01
930216,,95000.0,75k-100k,3 years,South,2011-05-01
948030,,56004.0,50k-75k,9 years,Northeast,2011-05-01
954710,,72000.0,50k-75k,6 years,West,2011-05-01
954678,,80000.0,75k-100k,10+ years,Northeast,2011-05-01
954676,,50000.0,50k-75k,3 years,South,2011-05-01
953404,,49992.0,25k-50k,8 years,Northeast,2011-05-01
954627,,57068.0,50k-75k,2 years,South,2011-05-01
954607,,30000.0,25k-50k,1 year,South,2011-05-01
953811,,30000.0,25k-50k,4 years,Midwest,2011-05-01
923674,,114996.0,100k+,2 years,South,2011-05-01
953818,,190000.0,100k+,9 years,West,2011-05-01
952524,,41500.0,25k-50k,2 years,West,2011-05-01
954490,,60000.0,50k-75k,< 1 year,South,2011-05-01
953451,,82000.0,75k-100k,< 1 year,South,2011-05-01
954485,,56000.0,50k-75k,3 years,West,2011-05-01
954481,,30000.0,25k-50k,2 years,Northeast,2011-05-01
953819,,45000.0,25k-50k,10+ years,South,2011-05-01
939862,,39000.0,25k-50k,10+ years,Northeast,2011-05-01
954390,,28800.0,25k-50k,1 year,South,2011-05-01
954280,,83500.0,75k-100k,1 year,Midwest,2011-05-01
954335,,29000.0,25k-50k,3 years,Northeast,2011-05-01
954788,,84000.0,75k-100k,5 years,Northeast,2011-05-01
954067,,179004.0,100k+,< 1 year,South,2011-05-01
955578,,70000.0,50k-75k,10+ years,South,2011-05-01
933123,,50000.0,50k-75k,4 years,West,2011-05-01
957148,,40000.0,25k-50k,10+ years,Midwest,2011-05-01
930688,,48000.0,25k-50k,1 year,Midwest,2011-05-01
956672,,48000.0,25k-50k,10+ years,South,2011-05-01
957027,,60000.0,50k-75k,4 years,West,2011-05-01
956996,,70000.0,50k-75k,10+ years,Midwest,2011-05-01
956895,,76000.0,75k-100k,4 years,South,2011-05-01
956904,,55000.0,50k-75k,4 years,South,2011-05-01
956881,,16800.0,<25k,< 1 year,South,2011-05-01
956863,,25200.0,25k-50k,6 years,Midwest,2011-05-01
956839,,204000.0,100k+,9 years,South,2011-05-01
559255,,65000.0,50k-75k,8 years,South,2011-05-01
956827,,42000.0,25k-50k,5 years,Midwest,2011-05-01
953803,,75000.0,75k-100k,10+ years,Northeast,2011-05-01
956770,,55963.0,50k-75k,10+ years,Midwest,2011-05-01
956767,,116000.0,100k+,6 years,South,2011-05-01
956762,,57000.0,50k-75k,10+ years,Northeast,2011-05-01
956708,,26400.0,25k-50k,1 year,South,2011-05-01
956687,,75000.0,75k-100k,4 years,West,2011-05-01
956624,,45000.0,25k-50k,2 years,Northeast,2011-05-01
955882,,72357.0,50k-75k,10+ years,South,2011-05-01
952335,,36000.0,25k-50k,1 year,West,2011-05-01
956619,,30960.0,25k-50k,5 years,South,2011-05-01
956834,,40800.0,25k-50k,4 years,Midwest,2011-05-01
957204,,62500.0,50k-75k,1 year,West,2011-05-01
957216,,90000.0,75k-100k,10+ years,South,2011-05-01
957218,,67000.0,50k-75k,10+ years,West,2011-05-01
956815,,69000.0,50k-75k,10+ years,Midwest,2011-05-01
935536,,40000.0,25k-50k,6 years,South,2011-05-01
957683,,70000.0,50k-75k,10+ years,South,2011-05-01
957641,,40000.0,25k-50k,5 years,Midwest,2011-05-01
957379,,27000.0,25k-50k,< 1 year,South,2011-05-01
957568,,50000.0,50k-75k,5 years,South,2011-05-01
956401,,45000.0,25k-50k,10+ years,West,2011-05-01
944949,,127404.0,100k+,10+ years,Midwest,2011-05-01
957492,,180000.0,100k+,10+ years,South,2011-05-01
957473,,56000.0,50k-75k,4 years,West,2011-05-01
957428,,51000.0,50k-75k,3 years,South,2011-05-01
957445,,60000.0,50k-75k,1 year,West,2011-05-01
957415,,89000.0,75k-100k,10+ years,Northeast,2011-05-01
952523,,40255.0,25k-50k,9 years,West,2011-05-01
952448,,138000.0,100k+,10+ years,West,2011-05-01
957301,,48000.0,25k-50k,6 years,Midwest,2011-05-01
957121,,44250.0,25k-50k,1 year,South,2011-05-01
957220,,26000.0,25k-50k,2 years,Midwest,2011-05-01
957117,,52000.0,50k-75k,10+ years,South,2011-05-01
957243,,39666.0,25k-50k,4 years,West,2011-05-01
957230,,60000.0,50k-75k,10+ years,Northeast,2011-05-01
957223,,16800.0,<25k,Unknown,South,2011-05-01
953035,,60000.0,50k-75k,< 1 year,Northeast,2011-05-01
954072,,70000.0,50k-75k,3 years,West,2011-05-01
955475,,49500.0,25k-50k,10+ years,Midwest,2011-05-01
956426,,78000.0,75k-100k,2 years,West,2011-05-01
956550,,75000.0,75k-100k,2 years,West,2011-05-01
956066,,66000.0,50k-75k,10+ years,South,2011-05-01
955981,,96000.0,75k-100k,10+ years,West,2011-05-01
955984,,75000.0,75k-100k,2 years,South,2011-05-01
911333,,38004.0,25k-50k,7 years,South,2011-05-01
948674,,59004.0,50k-75k,3 years,Northeast,2011-05-01
954983,,108000.0,100k+,10+ years,Midwest,2011-05-01
955956,,47340.0,25k-50k,5 years,Northeast,2011-05-01
955950,,35000.0,25k-50k,3 years,South,2011-05-01
955255,,147750.0,100k+,3 years,Northeast,2011-05-01
851554,,85000.0,75k-100k,5 years,South,2011-05-01
956087,,168000.0,100k+,10+ years,South,2011-05-01
766482,,110000.0,100k+,5 years,West,2011-05-01
955837,,82000.0,75k-100k,10+ years,West,2011-05-01
955789,,52000.0,50k-75k,7 years,West,2011-05-01
944990,,30000.0,25k-50k,5 years,South,2011-05-01
953481,,27996.0,25k-50k,1 year,Midwest,2011-05-01
955696,,28332.0,25k-50k,9 years,Northeast,2011-05-01
923641,,109300.0,100k+,5 years,West,2011-05-01
955659,,36600.0,25k-50k,< 1 year,Northeast,2011-05-01
955620,,72000.0,50k-75k,10+ years,West,2011-05-01
941013,,26000.0,25k-50k,3 years,West,2011-05-01
938645,,66000.0,50k-75k,7 years,West,2011-05-01
955863,,25000.0,25k-50k,6 years,South,2011-05-01
956085,,80000.0,75k-100k,< 1 year,South,2011-05-01
940339,,60000.0,50k-75k,7 years,South,2011-05-01
955643,,60000.0,50k-75k,10+ years,Northeast,2011-05-01
940167,,45000.0,25k-50k,10+ years,Northeast,2011-05-01
956433,,38480.0,25k-50k,2 years,South,2011-05-01
956418,,80000.0,75k-100k,2 years,South,2011-05-01
956420,,60000.0,50k-75k,10+ years,Northeast,2011-05-01
956419,,27000.0,25k-50k,10+ years,Northeast,2011-05-01
956400,,16200.0,<25k,3 years,Northeast,2011-05-01
956380,,19200.0,<25k,2 years,Midwest,2011-05-01
956364,,40000.0,25k-50k,6 years,South,2011-05-01
956344,,70000.0,50k-75k,6 years,South,2011-05-01
956323,,35000.0,25k-50k,6 years,South,2011-05-01
956255,,75000.0,75k-100k,< 1 year,West,2011-05-01
956261,,46800.0,25k-50k,2 years,West,2011-05-01
955139,,192000.0,100k+,10+ years,South,2011-05-01
932478,,144000.0,100k+,< 1 year,West,2011-05-01
956254,,73200.0,50k-75k,5 years,West,2011-05-01
956222,,75250.0,75k-100k,1 year,Northeast,2011-05-01
953702,,23000.0,<25k,4 years,South,2011-05-01
954961,,14400.0,<25k,2 years,Midwest,2011-05-01
940020,,74360.0,50k-75k,7 years,Northeast,2011-05-01
949279,,21996.0,<25k,2 years,West,2011-05-01
954624,,44400.0,25k-50k,2 years,South,2011-05-01
956114,,90000.0,75k-100k,4 years,South,2011-05-01
956117,,37000.0,25k-50k,< 1 year,Northeast,2011-05-01
956373,,78000.0,75k-100k,7 years,Midwest,2011-05-01
962378,,50000.0,50k-75k,6 years,Northeast,2011-05-01
965865,,44000.0,25k-50k,5 years,Northeast,2011-05-01
955285,,30000.0,25k-50k,1 year,Northeast,2011-05-01
967913,,32400.0,25k-50k,10+ years,South,2011-05-01
967893,,73000.0,50k-75k,5 years,South,2011-05-01
966473,,84000.0,75k-100k,10+ years,Northeast,2011-05-01
967857,,35364.0,25k-50k,< 1 year,West,2011-05-01
967806,,52600.0,50k-75k,10+ years,West,2011-05-01
967796,,63000.0,50k-75k,2 years,Midwest,2011-05-01
967790,,35000.0,25k-50k,2 years,South,2011-05-01
951544,,96000.0,75k-100k,1 year,South,2011-05-01
967764,,86000.0,75k-100k,5 years,West,2011-05-01
967657,,52800.0,50k-75k,6 years,South,2011-05-01
967943,,22800.0,<25k,< 1 year,South,2011-05-01
967687,,97500.0,75k-100k,3 years,Northeast,2011-05-01
967634,,126000.0,100k+,10+ years,West,2011-05-01
967609,,57600.0,50k-75k,7 years,South,2011-05-01
967527,,17600.0,<25k,Unknown,Northeast,2011-05-01
963237,,40000.0,25k-50k,3 years,South,2011-05-01
967514,,71000.0,50k-75k,4 years,Midwest,2011-05-01
967423,,26280.0,25k-50k,2 years,South,2011-05-01
959422,,56000.0,50k-75k,10+ years,West,2011-05-01
967403,,87000.0,75k-100k,10+ years,South,2011-05-01
967374,,70000.0,50k-75k,5 years,Northeast,2011-05-01
937436,,45000.0,25k-50k,6 years,Midwest,2011-05-01
967624,,87240.0,75k-100k,5 years,South,2011-05-01
965232,,60000.0,50k-75k,3 years,West,2011-05-01
967922,,40800.0,25k-50k,< 1 year,South,2011-05-01
967982,,68400.0,50k-75k,1 year,South,2011-05-01
968488,,72500.0,50k-75k,3 years,Northeast,2011-05-01
941518,,75000.0,75k-100k,6 years,Northeast,2011-05-01
968430,,48000.0,25k-50k,10+ years,South,2011-05-01
968321,,18287.0,<25k,3 years,Midwest,2011-05-01
968324,,113676.0,100k+,10+ years,Midwest,2011-05-01
967108,,60000.0,50k-75k,5 years,South,2011-05-01
968394,,30000.0,25k-50k,2 years,Northeast,2011-05-01
966178,,38000.0,25k-50k,7 years,West,2011-05-01
963524,,82102.32,75k-100k,Unknown,South,2011-05-01
962071,,140000.0,100k+,10+ years,South,2011-05-01
966290,,35000.0,25k-50k,< 1 year,South,2011-05-01
968310,,50880.0,50k-75k,6 years,Northeast,2011-05-01
968046,,68000.0,50k-75k,10+ years,South,2011-05-01
918374,,70000.0,50k-75k,5 years,Northeast,2011-05-01
968207,,85000.0,75k-100k,< 1 year,West,2011-05-01
968101,,100000.0,100k+,7 years,South,2011-05-01
968116,,120000.0,100k+,6 years,West,2011-05-01
968043,,30000.0,25k-50k,10+ years,Northeast,2011-05-01
968048,,99000.0,75k-100k,10+ years,South,2011-05-01
967860,,38727.12,25k-50k,Unknown,West,2011-05-01
968005,,40000.0,25k-50k,8 years,South,2011-05-01
967996,,32000.0,25k-50k,6 years,Northeast,2011-05-01
968288,,49200.0,25k-50k,Unknown,South,2011-05-01
967285,,25000.0,25k-50k,< 1 year,Midwest,2011-05-01
966927,,72000.0,50k-75k,10+ years,South,2011-05-01
964495,,45000.0,25k-50k,5 years,Northeast,2011-05-01
966599,,28000.0,25k-50k,10+ years,Northeast,2011-05-01
966668,,183000.0,100k+,3 years,South,2011-05-01
941916,,225000.0,100k+,10+ years,West,2011-05-01
966621,,49000.0,25k-50k,4 years,West,2011-05-01
803314,,60000.0,50k-75k,6 years,Northeast,2011-05-01
966610,,84000.0,75k-100k,10+ years,West,2011-05-01
959368,,45000.0,25k-50k,7 years,West,2011-05-01
966513,,50400.0,50k-75k,5 years,West,2011-05-01
966477,,28000.0,25k-50k,8 years,West,2011-05-01
966405,,52256.0,50k-75k,10+ years,West,2011-05-01
966703,,50000.0,50k-75k,8 years,Midwest,2011-05-01
966373,,65000.0,50k-75k,10+ years,Northeast,2011-05-01
964454,,22000.0,<25k,10+ years,Midwest,2011-05-01
964567,,63000.0,50k-75k,< 1 year,West,2011-05-01
966056,,64500.0,50k-75k,4 years,South,2011-05-01
963899,,97152.0,75k-100k,1 year,South,2011-05-01
966239,,55000.0,50k-75k,1 year,Northeast,2011-05-01
966197,,60000.0,50k-75k,3 years,Midwest,2011-05-01
966180,,54996.0,50k-75k,10+ years,Midwest,2011-05-01
965691,,42759.0,25k-50k,4 years,South,2011-05-01
962844,,158000.0,100k+,10+ years,South,2011-05-01
966157,,43104.0,25k-50k,10+ years,South,2011-05-01
966322,,44500.0,25k-50k,< 1 year,South,2011-05-01
966743,,108000.0,100k+,Unknown,West,2011-05-01
965997,,96000.0,75k-100k,10+ years,Midwest,2011-05-01
966756,,40000.0,25k-50k,2 years,South,2011-05-01
967128,,112008.0,100k+,10+ years,Midwest,2011-05-01
952543,,41033.0,25k-50k,2 years,South,2011-05-01
967062,,15204.0,<25k,Unknown,Northeast,2011-05-01
967196,,30000.0,25k-50k,< 1 year,West,2011-05-01
967176,,72000.0,50k-75k,10+ years,South,2011-05-01
947639,,40000.0,25k-50k,1 year,West,2011-05-01
967142,,68000.0,50k-75k,9 years,Northeast,2011-05-01
966698,,37000.0,25k-50k,10+ years,Northeast,2011-05-01
967105,,100904.0,100k+,10+ years,South,2011-05-01
967078,,65000.0,50k-75k,7 years,West,2011-05-01
963969,,62000.0,50k-75k,4 years,Northeast,2011-05-01
967073,,115000.0,100k+,10+ years,Northeast,2011-05-01
967045,,52000.0,50k-75k,10+ years,South,2011-05-01
966755,,95000.0,75k-100k,2 years,South,2011-05-01
967013,,95000.0,75k-100k,< 1 year,South,2011-05-01
967018,,65000.0,50k-75k,2 years,Northeast,2011-05-01
966961,,56400.0,50k-75k,8 years,South,2011-05-01
964970,,129700.0,100k+,10+ years,South,2011-05-01
965061,,19000.0,<25k,7 years,Midwest,2011-05-01
934951,,30000.0,25k-50k,6 years,South,2011-05-01
966919,,65000.0,50k-75k,Unknown,Northeast,2011-05-01
966659,,95000.0,75k-100k,5 years,West,2011-05-01
966816,,44400.0,25k-50k,5 years,West,2011-05-01
961423,,80000.0,75k-100k,3 years,South,2011-05-01
968547,,110000.0,100k+,10+ years,South,2011-05-01
963517,,39996.0,25k-50k,5 years,Northeast,2011-05-01
968631,,90000.0,75k-100k,< 1 year,Northeast,2011-05-01
970214,,42000.0,25k-50k,Unknown,Midwest,2011-05-01
964636,,66000.0,50k-75k,2 years,West,2011-05-01
970172,,38000.0,25k-50k,1 year,Northeast,2011-05-01
970127,,25000.0,25k-50k,9 years,Northeast,2011-05-01
970116,,67775.0,50k-75k,3 years,South,2011-05-01
970099,,132000.0,100k+,10+ years,South,2011-05-01
962802,,100752.0,100k+,10+ years,South,2011-05-01
970103,,95000.0,75k-100k,4 years,Northeast,2011-05-01
970089,,59700.0,50k-75k,5 years,Midwest,2011-05-01
969968,,24720.0,<25k,3 years,Midwest,2011-05-01
953695,,45000.0,25k-50k,9 years,Northeast,2011-05-01
969952,,25690.0,25k-50k,5 years,West,2011-05-01
969939,,50000.0,50k-75k,9 years,South,2011-05-01
969576,,200000.0,100k+,< 1 year,Midwest,2011-05-01
966848,,65000.0,50k-75k,3 years,Northeast,2011-05-01
969826,,24996.0,<25k,2 years,South,2011-05-01
969835,,72000.0,50k-75k,4 years,Midwest,2011-05-01
946713,,30000.0,25k-50k,Unknown,Northeast,2011-05-01
969777,,33000.0,25k-50k,2 years,Midwest,2011-05-01
969755,,48000.0,25k-50k,10+ years,West,2011-05-01
957200,,48605.0,25k-50k,< 1 year,Northeast,2011-05-01
969718,,130000.0,100k+,10+ years,West,2011-05-01
969935,,66000.0,50k-75k,10+ years,South,2011-05-01
970138,,95000.0,75k-100k,Unknown,South,2011-05-01
970266,,48000.0,25k-50k,10+ years,Northeast,2011-05-01
969361,,73000.0,50k-75k,10+ years,West,2011-05-01
970679,,72000.0,50k-75k,10+ years,Midwest,2011-05-01
970957,,64500.0,50k-75k,10+ years,Northeast,2011-05-01
957886,,230000.0,100k+,8 years,Midwest,2011-05-01
970643,,85000.0,75k-100k,3 years,West,2011-05-01
950522,,44000.0,25k-50k,10+ years,Northeast,2011-05-01
971131,,84000.0,75k-100k,5 years,West,2011-05-01
970539,,43000.0,25k-50k,10+ years,West,2011-05-01
968804,,46200.0,25k-50k,3 years,South,2011-05-01
968806,,70800.0,50k-75k,10+ years,West,2011-05-01
970523,,42500.0,25k-50k,< 1 year,Northeast,2011-05-01
970265,,38000.0,25k-50k,8 years,Northeast,2011-05-01
970444,,36780.0,25k-50k,2 years,Northeast,2011-05-01
970455,,39000.0,25k-50k,1 year,West,2011-05-01
970398,,52000.0,50k-75k,1 year,West,2011-05-01
970442,,40000.0,25k-50k,4 years,West,2011-05-01
969696,,60000.0,50k-75k,3 years,Midwest,2011-05-01
969934,,115000.0,100k+,7 years,Northeast,2011-05-01
970362,,85000.0,75k-100k,2 years,Midwest,2011-05-01
970363,,65000.0,50k-75k,10+ years,South,2011-05-01
954342,,25000.0,25k-50k,5 years,West,2011-05-01
970303,,48000.0,25k-50k,4 years,South,2011-05-01
970349,,69996.0,50k-75k,5 years,Northeast,2011-05-01
969189,,65000.0,50k-75k,8 years,Northeast,2011-05-01
969694,,96000.0,75k-100k,10+ years,West,2011-05-01
966123,,55550.0,50k-75k,10+ years,South,2011-05-01
969661,,78262.34,75k-100k,4 years,West,2011-05-01
969289,,87600.0,75k-100k,10+ years,Northeast,2011-05-01
969221,,49633.0,25k-50k,3 years,South,2011-05-01
969135,,48000.0,25k-50k,4 years,Northeast,2011-05-01
965764,,31243.0,25k-50k,5 years,Northeast,2011-05-01
969078,,105996.0,100k+,6 years,West,2011-05-01
969055,,72000.0,50k-75k,6 years,West,2011-05-01
968352,,65000.0,50k-75k,10+ years,West,2011-05-01
967137,,70800.0,50k-75k,8 years,Midwest,2011-05-01
968802,,46000.0,25k-50k,10+ years,West,2011-05-01
968788,,30200.0,25k-50k,3 years,South,2011-05-01
965800,,51646.0,50k-75k,10+ years,Midwest,2011-05-01
969247,,38000.0,25k-50k,5 years,South,2011-05-01
968978,,50000.0,50k-75k,1 year,South,2011-05-01
968961,,80000.0,75k-100k,4 years,Midwest,2011-05-01
968914,,43200.0,25k-50k,10+ years,South,2011-05-01
968902,,57000.0,50k-75k,1 year,Northeast,2011-05-01
968834,,21600.0,<25k,Unknown,West,2011-05-01
968745,,45000.0,25k-50k,< 1 year,Northeast,2011-05-01
968690,,39996.0,25k-50k,10+ years,Midwest,2011-05-01
968729,,93000.0,75k-100k,< 1 year,Northeast,2011-05-01
968728,,48000.0,25k-50k,3 years,Northeast,2011-05-01
968535,,140000.0,100k+,10+ years,South,2011-05-01
956224,,30000.0,25k-50k,3 years,Midwest,2011-05-01
968968,,65000.0,50k-75k,3 years,South,2011-05-01
969282,,156000.0,100k+,4 years,Midwest,2011-05-01
964526,,19200.0,<25k,< 1 year,West,2011-05-01
969265,,26004.0,25k-50k,< 1 year,Midwest,2011-05-01
969625,,110000.0,100k+,1 year,Midwest,2011-05-01
